SRL (IY+D),A;FD  CBd3F;4
BIT 0,(IY+D);FD  CBd40;4
BIT 0,(IY+D);FD  CBd41;4
BIT 0,(IY+D);FD  CBd42;4
BIT 0,(IY+D);FD  CBd43;4
BIT 0,(IY+D);FD  CBd44;4
BIT 0,(IY+D);FD  CBd45;4
BIT 0,(IY+D);FD  CBd46;4
BIT 0,(IY+D);FD  CBd47;4
BIT 1,(IY+D);FD  CBd48;4
BIT 1,(IY+D);FD  CBd49;4
BIT 1,(IY+D);FD  CBd4A;4
BIT 1,(IY+D);FD  CBd4B;4
BIT 1,(IY+D);FD  CBd4C;4
BIT 1,(IY+D);FD  CBd4D;4
BIT 1,(IY+D);FD  CBd4E;4
BIT 1,(IY+D);FD  CBd4F;4
BIT 2,(IY+D);FD  CBd50;4
BIT 2,(IY+D);FD  CBd51;4
BIT 2,(IY+D);FD  CBd52;4
BIT 2,(IY+D);FD  CBd53;4
BIT 2,(IY+D);FD  CBd54;4
BIT 2,(IY+D);FD  CBd55;4
BIT 2,(IY+D);FD  CBd56;4
BIT 2,(IY+D);FD  CBd57;4
BIT 3,(IY+D);FD  CBd58;4
BIT 3,(IY+D);FD  CBd59;4
BIT 3,(IY+D);FD  CBd5A;4
BIT 3,(IY+D);FD  CBd5B;4
BIT 3,(IY+D);FD  CBd5C;4
BIT 3,(IY+D);FD  CBd5D;4
BIT 3,(IY+D);FD  CBd5E;4
BIT 3,(IY+D);FD  CBd5F;4
BIT 4,(IY+D);FD  CBd60;4
BIT 4,(IY+D);FD  CBd61;4
BIT 4,(IY+D);FD  CBd62;4
BIT 4,(IY+D);FD  CBd63;4
BIT 4,(IY+D);FD  CBd64;4
BIT 4,(IY+D);FD  CBd65;4
BIT 4,(IY+D);FD  CBd66;4
BIT 4,(IY+D);FD  CBd67;4
BIT 5,(IY+D);FD  CBd68;4
BIT 5,(IY+D);FD  CBd69;4
BIT 5,(IY+D);FD  CBd6A;4
BIT 5,(IY+D);FD  CBd6B;4
BIT 5,(IY+D);FD  CBd6C;4
BIT 5,(IY+D);FD  CBd6D;4
BIT 5,(IY+D);FD  CBd6E;4
BIT 5,(IY+D);FD  CBd6F;4
BIT 6,(IY+D);FD  CBd70;4
BIT 6,(IY+D);FD  CBd71;4
BIT 6,(IY+D);FD  CBd72;4
BIT 6,(IY+D);FD  CBd73;4
BIT 6,(IY+D);FD  CBd74;4
BIT 6,(IY+D);FD  CBd75;4
BIT 6,(IY+D);FD  CBd76;4
BIT 6,(IY+D);FD  CBd77;4
BIT 7,(IY+D);FD  CBd78;4
BIT 7,(IY+D);FD  CBd79;4
BIT 7,(IY+D);FD  CBd7A;4
BIT 7,(IY+D);FD  CBd7B;4
BIT 7,(IY+D);FD  CBd7C;4
BIT 7,(IY+D);FD  CBd7D;4
BIT 7,(IY+D);FD  CBd7E;4
BIT 7,(IY+D);FD  CBd7F;4
RES 0,(IY+D),B;FD  CBd80;4
RES 0,(IY+D),C;FD  CBd81;4
RES 0,(IY+D),D;FD  CBd82;4
RES 0,(IY+D),E;FD  CBd83;4
RES 0,(IY+D),H;FD  CBd84;4
RES 0,(IY+D),L;FD  CBd85;4
RES 0,(IY+D);FD  CBd86;4
RES 0,(IY+D),A;FD  CBd87;4
RES 1,(IY+D),B;FD  CBd88;4
RES 1,(IY+D),C;FD  CBd89;4
RES 1,(IY+D),D;FD  CBd8A;4
RES 1,(IY+D),E;FD  CBd8B;4
RES 1,(IY+D),H;FD  CBd8C;4
RES 1,(IY+D),L;FD  CBd8D;4
RES 1,(IY+D);FD  CBd8E;4
RES 1,(IY+D),A;FD  CBd8F;4
RES 2,(IY+D),B;FD  CBd90;4
RES 2,(IY+D),C;FD  CBd91;4
RES 2,(IY+D),D;FD  CBd92;4
RES 2,(IY+D),E;FD  CBd93;4
RES 2,(IY+D),H;FD  CBd94;4
RES 2,(IY+D),L;FD  CBd95;4
RES 2,(IY+D);FD  CBd96;4
RES 2,(IY+D),A;FD  CBd97;4
RES 3,(IY+D),B;FD  CBd98;4
RES 3,(IY+D),C;FD  CBd99;4
RES 3,(IY+D),D;FD  CBd9A;4
RES 3,(IY+D),E;FD  CBd9B;4
RES 3,(IY+D),H;FD  CBd9C;4
RES 3,(IY+D),L;FD  CBd9D;4
RES 3,(IY+D);FD  CBd9E;4
RES 3,(IY+D),A;FD  CBd9F;4
RES 4,(IY+D),B;FD  CBdA0;4
RES 4,(IY+D),C;FD  CBdA1;4
RES 4,(IY+D),D;FD  CBdA2;4
RES 4,(IY+D),E;FD  CBdA3;4
RES 4,(IY+D),H;FD  CBdA4;4
RES 4,(IY+D),L;FD  CBdA5;4
RES 4,(IY+D);FD  CBdA6;4
RES 4,(IY+D),A;FD  CBdA7;4
RES 5,(IY+D),B;FD  CBdA8;4
RES 5,(IY+D),C;FD  CBdA9;4
RES 5,(IY+D),D;FD  CBdAA;4
RES 5,(IY+D),E;FD  CBdAB;4
RES 5,(IY+D),H;FD  CBdAC;4
RES 5,(IY+D),L;FD  CBdAD;4
RES 5,(IY+D);FD  CBdAE;4
RES 5,(IY+D),A;FD  CBdAF;4
RES 6,(IY+D),B;FD  CBdB0;4
RES 6,(IY+D),C;FD  CBdB1;4
RES 6,(IY+D),D;FD  CBdB2;4
RES 6,(IY+D),E;FD  CBdB3;4
RES 6,(IY+D),H;FD  CBdB4;4
RES 6,(IY+D),L;FD  CBdB5;4
RES 6,(IY+D);FD  CBdB6;4
RES 6,(IY+D),A;FD  CBdB7;4
RES 7,(IY+D),B;FD  CBdB8;4
RES 7,(IY+D),C;FD  CBdB9;4
RES 7,(IY+D),D;FD  CBdBA;4
RES 7,(IY+D),E;FD  CBdBB;4
RES 7,(IY+D),H;FD  CBdBC;4
RES 7,(IY+D),L;FD  CBdBD;4
RES 7,(IY+D);FD  CBdBE;4
RES 7,(IY+D),A;FD  CBdBF;4
SET 0,(IY+D),B;FD  CBdC0;4
SET 0,(IY+D),C;FD  CBdC1;4
SET 0,(IY+D),D;FD  CBdC2;4
SET 0,(IY+D),E;FD  CBdC3;4
SET 0,(IY+D),H;FD  CBdC4;4
SET 0,(IY+D),L;FD  CBdC5;4
SET 0,(IY+D);FD  CBdC6;4
SET 0,(IY+D),A;FD  CBdC7;4
SET 1,(IY+D),B;FD  CBdC8;4
SET 1,(IY+D),C;FD  CBdC9;4
SET 1,(IY+D),D;FD  CBdCA;4
SET 1,(IY+D),E;FD  CBdCB;4
SET 1,(IY+D),H;FD  CBdCC;4
SET 1,(IY+D),L;FD  CBdCD;4
SET 1,(IY+D);FD  CBdCE;4
SET 1,(IY+D),A;FD  CBdCF;4
SET 2,(IY+D),B;FD  CBdD0;4
SET 2,(IY+D),C;FD  CBdD1;4
SET 2,(IY+D),D;FD  CBdD2;4
SET 2,(IY+D),E;FD  CBdD3;4
SET 2,(IY+D),H;FD  CBdD4;4
SET 2,(IY+D),L;FD  CBdD5;4
SET 2,(IY+D);FD  CBdD6;4
SET 2,(IY+D),A;FD  CBdD7;4
SET 3,(IY+D),B;FD  CBdD8;4
SET 3,(IY+D),C;FD  CBdD9;4
SET 3,(IY+D),D;FD  CBdDA;4
SET 3,(IY+D),E;FD  CBdDB;4
SET 3,(IY+D),H;FD  CBdDC;4
SET 3,(IY+D),L;FD  CBdDD;4
SET 3,(IY+D);FD  CBdDE;4
SET 3,(IY+D),A;FD  CBdDF;4
SET 4,(IY+D),B;FD  CBdE0;4
SET 4,(IY+D),C;FD  CBdE1;4
SET 4,(IY+D),D;FD  CBdE2;4
SET 4,(IY+D),E;FD  CBdE3;4
SET 4,(IY+D),H;FD  CBdE4;4
SET 4,(IY+D),L;FD  CBdE5;4
SET 4,(IY+D);FD  CBdE6;4
SET 4,(IY+D),A;FD  CBdE7;4
SET 5,(IY+D),B;FD  CBdE8;4
SET 5,(IY+D),C;FD  CBdE9;4
SET 5,(IY+D),D;FD  CBdEA;4
SET 5,(IY+D),E;FD  CBdEB;4
SET 5,(IY+D),H;FD  CBdEC;4
SET 5,(IY+D),L;FD  CBdED;4
SET 5,(IY+D);FD  CBdEE;4
SET 5,(IY+D),A;FD  CBdEF;4
SET 6,(IY+D),B;FD  CBdF0;4
SET 6,(IY+D),C;FD  CBdF1;4
SET 6,(IY+D),D;FD  CBdF2;4
SET 6,(IY+D),E;FD  CBdF3;4
SET 6,(IY+D),H;FD  CBdF4;4
SET 6,(IY+D),L;FD  CBdF5;4
SET 6,(IY+D);FD  CBdF6;4
SET 6,(IY+D),A;FD  CBdF7;4
SET 7,(IY+D),B;FD  CBdF8;4
SET 7,(IY+D),C;FD  CBdF9;4
SET 7,(IY+D),D;FD  CBdFA;4
SET 7,(IY+D),E;FD  CBdFB;4
SET 7,(IY+D),H;FD  CBdFC;4
SET 7,(IY+D),L;FD  CBdFD;4
SET 7,(IY+D);FD  CBdFE;4
SET 7,(IY+D),A;FD  CBdFF;4
